"osm_id"	"name"	"addr.city"	"addr.country"	"addr.housename"	"addr.housenumber"	"addr.postcode"	"addr.street"	"addr.suburb"	"brand"	"brand.wikidata"	"brand.wikipedia"	"contact.phone"	"contact.website"	"email"	"fax"	"note"	"old_name"	"opening_hours"	"operator"	"organic"	"payment.cash"	"payment.coins"	"payment.contactless"	"payment.credit_cards"	"payment.debit_cards"	"payment.girocard"	"payment.mastercard"	"payment.notes"	"payment.visa"	"phone"	"ref"	"shop"	"source"	"source.date"	"toilets.wheelchair"	"website"	"wheelchair"	"building"	"building.colour"	"building.height"	"building.levels"	"building.part"	"contact.email"	"contact.mobile"	"height"	"internet_access"	"roof.colour"	"roof.levels"	"roof.shape"	"geometry"
258510538	"Rewe, 34117 Kassel, Westring "	"Kassel"	NA	NA	""	"34117"	"Westring"	NA	"Rewe"	"Q16968817"	"en:REWE"	"+49 561 703440"	NA	NA	NA	NA	NA	"Mo-Fr 07:00-24:00; Sa 07:00-23:30"	"REWE Viehmann oHG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2106	"supermarket"	NA	NA	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.49954499111037, 51.3241144589027)"
260801738	"Elvan Supermarkt"	"Kassel"	"DE"	NA	"49"	NA	"Holländische Straße"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.50029720766829, 51.3243880271051)"
263974095	"Penny, 34134 Kassel"	"Kassel"	NA	NA	"4"	"34134"	"Töpfenhofweg"	NA	"Penny"	"Q284688"	"en:Penny (supermarket)"	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:30-22:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.47133007101986, 51.2898967957414)"
303255210	"Edeka Markt Faulstich"	"Kassel"	NA	NA	"47"	"34123"	"Forstbachweg "	NA	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-21:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.54183684522056, 51.2913931133125)"
340508221	"EDEKA Neukauf Rainer Lock"	"Gudensberg"	NA	NA	"5a"	"34281"	"Kasseler Straße"	NA	"Edeka"	NA	NA	"+49 5603 915901"	NA	NA	NA	"Steuernummer 0951 1566/001/004"	NA	"Mo-Sa 07:00-20:00; Su,PH off"	"Rainer Lock GmbH"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"limited"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.36698525576013, 51.1793669533016)"
372688739	"Nahkauf, 34246 Vellmar"	"Vellmar"	NA	NA	""	"34246"	"Nordstraße"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	"yes"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.47246097724356, 51.3658357690684)"
373088759	"Gärtnerei & Hofladen Frank Malkomeß"	"Kassel"	NA	NA	"112"	"34125"	"Spiekershäuser Straße"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"only"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.54926413955601, 51.331525100764)"
533983989	"24 Stunden Gemüsehütte"	"Habichtswald"	NA	NA	""	"34317"	"Breiter Weg"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"only"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"supermarket"	NA	NA	NA	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.33421307624616, 51.3422281592513)"
556011891	"Frischmarkt Domrich"	"Habichtswald"	NA	NA	"5"	"34317"	"Kuhnen"	"Dörnberg"	NA	NA	NA	NA	NA	NA	NA	"Supermarkt war durch user Bentormrider angelegt;leider ist beim Entkleben von Gebäude und Parkplatz die history verlorengegangen."	NA	"Mo-Fr 07:00-19:00; Sa 07:00-14:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 5606 5631653"	NA	"supermarket"	NA	NA	NA	"https://www.ihr-frischmarkt.de/standorte/"	NA	"commerical"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.34072685, 51.34066835)"
570689694	"Rewe, 34134 Kassel, Leuschnerstraße 82"	"Kassel"	NA	NA	"82"	"34134"	"Leuschnerstraße"	NA	"Rewe"	"Q16968817"	"en:REWE"	NA	NA	NA	NA	NA	NA	"Mo-Sa 06:30-22:00; PH off"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 561 400730"	NA	"supermarket"	NA	NA	NA	"https://www.rewe.de/"	NA	"retail"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.45511197786693, 51.2924831471218)"
771244760	"Edeka neukauf Aschoffs"	"Kassel"	NA	NA	"114-120"	"34121"	"Frankfurter Straße"	NA	"Edeka"	NA	NA	NA	NA	NA	NA	NA	NA	"Mo-Sa 07:00-24:00"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"+49 561 2861561"	NA	"supermarket"	NA	NA	"yes"	"https://www.edeka.de/eh/hessenring/edeka-aschoff-frankfurterstr.-114-120/"	"yes"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(9.48155579991905, 51.3014503031602)"
